代码,名称,时间,每股收益,每股净资产,净资产收益率,资产负债率,流动比率,总资产周转率,yield
603218.SH,日月股份,2019/9/30,0.65,6.05,11.1,34.9,2.1,0.543,-3.17016316
603220.SH,中贝通信,2019/9/30,0.229,4.56,5.05,48.8,1.82,0.363,-18.90566038
603222.SH,济民医疗,2019/9/30,0.13,2.64,4.99,49.6,0.996,0.275,22.49443207
603223.SH,恒通股份,2019/9/30,0.004,3.63,0.1,36.1,1.32,3.04,-8.41799709
603225.SH,新凤鸣,2019/9/30,0.93,7.4,12.7,55.8,0.697,1.29,8.14360773
603226.SH,菲林格尔,2019/9/30,0.62,5.78,9.41,20.3,3.49,0.528,-35.30612247
603227.SH,雪峰科技,2019/9/30,0.135,1.91,7.29,53.3,1.32,0.503,17.12846348
603228.SH,景旺电子,2019/9/30,1.07,8.63,13.5,34.1,1.95,0.571,-5.00758725
603229.SH,奥翔药业,2019/9/30,0.31,3.99,8.13,24.2,2.89,0.247,53.95136782
603232.SH,格尔软件,2019/9/30,-0.05,4.88,-0.908,15.1,5.16,0.213,0.18489984
603233.SH,大参林,2019/9/30,1.07,6.45,17,54.7,1.5,1.11,-8.60591218
603236.SH,移远通信,2019/9/30,1.3,18.6,8.07,39.4,2.31,1.42,-13.54074074
603238.SH,诺邦股份,2019/9/30,0.56,7.27,7.97,36.1,1.13,0.52,0.11527378
603239.SH,浙江仙通,2019/9/30,0.23,3.55,6.4,15.1,4.41,0.382,16.1658031
603256.SH,宏和科技,2019/9/30,0.1,1.6,6.55,25.6,2.69,0.314,-18.37975208
603258.SH,电魂网络,2019/9/30,0.59,7.44,8.03,23,2.71,0.224,7.21461189
603259.SH,药明康德,2019/9/30,1.08,10.5,10.1,36.7,2.2,0.371,6.25144174
603260.SH,合盛硅业,2019/9/30,0.92,8.8,10.6,49.4,0.637,0.402,-8.90262751
603266.SH,天龙股份,2019/9/30,0.25,4.43,5.78,20.5,3.76,0.594,-7.92000002
603267.SH,鸿远电子,2019/9/30,1.67,12.3,15.1,13,8.09,0.423,-2.76672352
603268.SH,松发股份,2019/9/30,0.24,5.17,4.69,42.1,1.44,0.343,-2.678028
603269.SH,海鸥股份,2019/9/30,0.2,7.23,2.82,56.3,1.52,0.26,-2.04946997
603277.SH,银都股份,2019/9/30,0.56,4.73,12.5,25.2,3.26,0.525,14.6211313
603278.SH,大业股份,2019/9/30,0.48,5.49,8.51,57.2,1.33,0.559,-6.3229572
603279.SH,景津环保,2019/9/30,0.79,6.37,12.7,40.6,1.87,0.653,-11.58940307
603283.SH,赛腾股份,2019/9/30,0.55,5.52,10.8,53.7,1.16,0.432,0.35324344
603286.SH,日盈电子,2019/9/30,0.17,5.03,3.46,46.4,1.4,0.401,4.14161661
603288.SH,海天味业,2019/9/30,1.42,5.58,26.5,26.9,2.99,0.727,-2.18360477
603289.SH,泰瑞机器,2019/9/30,0.34,3.75,9.12,28.6,2.83,0.422,-8.142999
603297.SH,永新光学,2019/9/30,0.92,9.98,9.5,9.15,8.85,0.345,-1.83615821
603298.SH,杭叉集团,2019/9/30,0.77,6.71,12,27.5,2.6,1.14,6.3583815
603299.SH,苏盐井神,2019/9/30,0.303,5.02,7.67,41.1,0.947,0.545,-9.31758531
603300.SH,华铁应急,2019/9/30,0.5,3.66,15.1,33.9,1.23,0.127,18.60122058
603301.SH,振德医疗,2019/9/30,0.68,8.47,8.23,49.3,1.2,0.606,8.42472585
603303.SH,得邦照明,2019/9/30,0.497,5.3,9.29,34.8,2.27,0.797,16.10360361
603305.SH,旭升股份,2019/9/30,0.34,3.6,9.3,36.2,2.01,0.329,17.39280771
603306.SH,华懋科技,2019/9/30,0.51,7.51,6.85,10.9,7.82,0.267,2.82527874
603308.SH,应流股份,2019/9/30,0.25,6.83,3.64,55.8,0.939,0.177,20.56224898
603309.SH,维力医疗,2019/9/30,0.52,5.06,10.8,29,1.98,0.499,0.75601378
603311.SH,金海高科,2019/9/30,0.31,3.84,8.4,32.6,2.02,0.457,14.43193447
603313.SH,梦百合,2019/9/30,0.82,6.22,13.1,47,1.7,0.709,28.25030375
603315.SH,福鞍股份,2019/9/30,0.255,4.18,6.9,33.9,2.3,0.343,1.75879395
603316.SH,诚邦股份,2019/9/30,0.11,4.2,2.71,55.2,1.97,0.283,0.32397408
603317.SH,天味食品,2019/9/30,0.5,4.21,13.6,15.9,5.2,0.624,-13.62062331
603318.SH,水发燃气,2019/9/30,-0.16,2.38,-6.69,44.3,1.71,0.134,-60.5272167
603319.SH,湘油泵,2019/9/30,0.74,7.37,10.1,52.1,1.21,0.462,7.1856288
603320.SH,迪贝电气,2019/9/30,0.34,6.41,5.38,16.8,4.67,0.688,-4.20932879
603321.SH,梅轮电梯,2019/9/30,0.1,3.4,2.99,33.1,2.25,0.324,-2.13776721
603322.SH,超讯通信,2019/9/30,-0.36,2.75,-10.4,70.6,1.34,0.422,-5.61339973
603323.SH,苏农银行,2019/9/30,0.47,6.3,7.97,90.9,0,0.0215,2.7184466
603326.SH,我乐家居,2019/9/30,0.431,3.96,11.4,36.5,1.47,0.686,28.99159659
603327.SH,福蓉科技,2019/9/30,0.567,3.04,22.2,19.6,3.37,0.709,6.37755103
603328.SH,依顿电子,2019/9/30,0.44,3.5,11.1,18.5,4.14,0.467,2.44343893
603329.SH,上海雅仕,2019/9/30,-0.13,5.16,-2.49,34.2,2.25,1.08,-23.43142699
603330.SH,上海天洋,2019/9/30,0.14,5.56,2.49,40.8,1.52,0.476,9.47216196
603331.SH,百达精工,2019/9/30,0.49,5.85,8.54,37.9,1.54,0.525,1.61591051
603332.SH,苏州龙杰,2019/9/30,1.12,11.2,12.2,17.9,4.64,0.953,-1.70846965
603333.SH,尚纬股份,2019/9/30,0.18,2.88,6.51,44.4,1.75,0.575,3.54251015
603335.SH,迪生力,2019/9/30,0.03,1.33,1.99,26.7,2.65,0.767,-7.61904762
603336.SH,宏辉果蔬,2019/9/30,0.28,3.81,7.6,11.3,5.99,0.618,-9.77835724
603337.SH,杰克股份,2019/9/30,0.57,5.83,9.93,38.1,1.81,0.705,3.2003939
603338.SH,浙江鼎力,2019/9/30,1.28,8.53,16,32.6,2.67,0.36,18.77076413
603339.SH,四方科技,2019/9/30,0.44,8.16,5.45,28.9,2.41,0.392,-7.37704917
603345.SH,安井食品,2019/9/30,1.07,11.2,10.3,47.2,1.3,0.738,24.41884817
603348.SH,文灿股份,2019/9/30,0.21,9.19,2.22,40.7,2.62,0.327,32.42655061
603351.SH,威尔药业,2019/9/30,1.21,13.1,12,15.9,3.88,0.584,6.64451828
603355.SH,莱克电气,2019/9/30,0.95,7.68,13,35.8,2.12,0.908,8.03286174
603356.SH,华菱精工,2019/9/30,0.47,5.45,8.87,34.5,2.29,0.941,5.51440328
603357.SH,设计总院,2019/9/30,0.62,5.06,12.7,29.1,3.04,0.334,-7.06713782
603358.SH,华达科技,2019/9/30,0.39,8.33,4.68,38.5,1.55,0.581,8.272328
603359.SH,东珠生态,2019/9/30,0.78,8.83,9.12,46.1,1.75,0.272,-5.42586748
603360.SH,百傲化学,2019/9/30,1.25,5.15,26.6,13.7,4.31,0.598,10.48973144
603363.SH,傲农生物,2019/9/30,0.09,1.93,4.9,72.2,0.55,1.09,-12.24376731
603365.SH,水星家纺,2019/9/30,0.8,8.24,9.79,18.2,4.35,0.74,-7.00323919
603366.SH,日出东方,2019/9/30,0.0559,3.88,1.45,47.1,0.855,0.393,42.99999999
603367.SH,辰欣药业,2019/9/30,0.91,9.81,9.57,18.5,3.99,0.56,9.96677741
603368.SH,柳药股份,2019/9/30,2.12,16.2,13.6,65,1.39,0.988,-5.9284116
603369.SH,今世缘,2019/9/30,1.03,5.56,19.8,19.6,4.24,0.476,1.23762377
603377.SH,东方时尚,2019/9/30,0.33,2.91,11.1,50.6,0.856,0.208,-16.77301731
603378.SH,亚士创能,2019/9/30,0.41,6.87,6.02,56.3,1.49,0.625,78.41726621
603379.SH,三美股份,2019/9/30,1.47,11.3,16.6,8.12,10.2,0.703,-2.40397179
603380.SH,易德龙,2019/9/30,0.49,5.05,10.1,24,3.26,0.694,7.39549845
603383.SH,顶点软件,2019/9/30,0.483,8.69,5.52,12.5,7.21,0.173,-0.72108845
603385.SH,惠达卫浴,2019/9/30,0.614,8.88,7.05,27.6,2.52,0.507,22.70788916
603386.SH,广东骏亚,2019/9/30,0.1,4.44,2.41,60.2,0.723,0.472,-6.12124783
603387.SH,基蛋生物,2019/9/30,0.77,5.7,14.1,10.9,7.19,0.383,-1.32705483
603388.SH,元成股份,2019/9/30,0.33,3.4,9.97,65.1,1.16,0.295,11.24828531
603389.SH,亚振家居,2019/9/30,-0.16,2.81,-5.5,18.3,3.19,0.295,-12.44377812
603393.SH,新天然气,2019/9/30,1.2,10.7,11.6,34.5,4.61,0.218,20.30303031
603396.SH,金辰股份,2019/9/30,0.484,8.66,5.67,47.9,1.79,0.373,11.44045759
603398.SH,邦宝益智,2019/9/30,0.27,2.45,8.81,28.7,1.25,0.393,17.8654292
603399.SH,吉翔股份,2019/9/30,-0.06,4.3,-1.42,33.8,2.24,0.556,16.27906977
603416.SH,信捷电气,2019/9/30,0.82,8.21,10.5,12.2,7.49,0.368,6.62857143
603421.SH,鼎信通讯,2019/9/30,0.33,6.35,5.47,15.1,3.8,0.291,-3.77777779
603429.SH,集友股份,2019/9/30,0.4,4.03,11.9,23.5,2.37,0.335,1.46593847
603444.SH,吉比特,2019/9/30,9.34,40.7,23,19.7,3,0.385,10.51910542
603456.SH,九洲药业,2019/9/30,0.17,3.42,4.91,23.6,2.32,0.393,11.96787148
603458.SH,勘设股份,2019/9/30,1.34,13.2,10.4,48.3,1.77,0.374,2.03099954
603466.SH,风语筑,2019/9/30,0.71,5.52,13.8,54.1,1.65,0.418,-15.3142857
603477.SH,巨星农牧,2019/9/30,0.15,3.54,4.36,37.8,1.84,0.297,32.96582138
603486.SH,科沃斯,2019/9/30,0.18,4.39,4.09,40.4,1.81,0.825,-7.77272729
603488.SH,展鹏科技,2019/9/30,0.27,4.1,6.76,11.1,7.59,0.277,6.93430656
603496.SH,恒为科技,2019/9/30,0.351,4.01,9.13,17.4,4.85,0.351,8.76494023
603499.SH,翔港科技,2019/9/30,0.177,3.84,3.86,19.7,2.43,0.344,-1.79122919
603500.SH,祥和实业,2019/9/30,0.37,4.95,7.59,7.48,10.4,0.253,-1.81531176
603501.SH,韦尔股份,2019/9/30,0.17,8.85,2.91,54.6,1.44,0.876,46.16247068
603505.SH,金石资源,2019/9/30,0.69,4.01,18.4,40.3,0.955,0.347,3.27868854
603506.SH,南都物业,2019/9/30,0.65,5.18,13,53.1,1.56,0.632,21.13960111
603507.SH,振江股份,2019/9/30,0.01,10.8,0.117,53,1.03,0.358,29.71725336
603508.SH,思维列控,2019/9/30,3.89,22.1,21.3,12.4,3.5,0.187,-0.55452866
603515.SH,欧普照明,2019/9/30,0.8,6.3,13.2,36,2.12,0.781,6.59840728
603516.SH,淳中科技,2019/9/30,0.74,6.21,12.3,10.7,6.21,0.326,21.56799999
603517.SH,绝味食品,2019/9/30,1.06,6.21,18.3,30.5,2.72,0.85,14.52169626
603518.SH,锦泓集团,2019/9/30,0.12,9.54,1.21,58.4,1.37,0.281,-3.94021739
603519.SH,立霸股份,2019/9/30,0.51,3.22,15.9,21.5,4.09,1.01,-12.76463266
603520.SH,司太立,2019/9/30,0.82,5.88,14.6,70,0.739,0.304,25.739645
603527.SH,众源新材,2019/9/30,0.39,5.17,7.69,25.3,3.24,2.07,11.49858625
603528.SH,多伦科技,2019/9/30,0.175,2.48,7.17,25.2,3.23,0.211,-7.40242261
603530.SH,神马电力,2019/9/30,0.22,2.57,9,16.7,5.07,0.402,-5.90697675
603533.SH,掌阅科技,2019/9/30,0.27,2.96,9.39,29.7,2.74,0.842,18.37875608
603535.SH,嘉诚国际,2019/9/30,0.72,10.5,7.06,28.3,2.2,0.419,0.27670173
603536.SH,惠发食品,2019/9/30,-0.24,3.57,-6.41,50.3,0.978,0.6,140.4276986
603538.SH,美诺华,2019/9/30,0.89,8.68,10.3,40.3,1.43,0.355,17.01421798
603555.SH,ST贵人,2019/9/30,-0.264,2.44,-10.8,68.4,0.763,0.243,45.67901235
603556.SH,海兴电力,2019/9/30,0.76,10.4,7.43,23.9,3.8,0.304,-12.6005362
603557.SH,ST起步,2019/9/30,0.32,3.56,9.34,34.8,2.5,0.432,-5.70125428
603558.SH,健盛集团,2019/9/30,0.56,7.25,7.72,17.1,1.85,0.361,29.83091787
603559.SH,中通国脉,2019/9/30,0.19,6.22,3.07,46.3,1.79,0.289,-10.24217962
603566.SH,普莱柯,2019/9/30,0.3,5.08,5.82,10.9,5.36,0.252,2.54742551
603567.SH,珍宝岛,2019/9/30,0.4,6.09,6.66,39,1.87,0.253,8.88888884
603568.SH,伟明环保,2019/9/30,0.8,3.93,21.6,39.8,2.81,0.255,10.39461017
603569.SH,长久物流,2019/9/30,0.12,4.3,2.52,52.4,1.67,0.565,2.25711482
603577.SH,汇金通,2019/9/30,0.256,5.96,4.25,55.6,1.53,0.442,-4.84304933
603578.SH,三星新材,2019/9/30,0.53,6.44,8.18,28.7,7.27,0.333,6.43274853
603579.SH,荣泰健康,2019/9/30,1.5,11.2,13.7,28.9,2.57,0.744,20.91757386
603580.SH,艾艾精工,2019/9/30,0.205,3.14,6.65,9.4,8.71,0.327,0.88211706
603583.SH,捷昌驱动,2019/9/30,1.27,9.84,13.5,15.3,5.14,0.509,41.0069664
603585.SH,苏利股份,2019/9/30,1.35,10.6,13.3,9.7,7.41,0.533,-3.97441756
603586.SH,金麒麟,2019/9/30,0.73,10.5,7.02,22,3.4,0.424,-2.13347925
603587.SH,地素时尚,2019/9/30,1.2,7.89,15.3,14.2,5.95,0.47,13.70967741
603588.SH,高能环境,2019/9/30,0.474,4.35,10.9,67.6,1.36,0.324,-0.10515248
603589.SH,口子窖,2019/9/30,2.16,10.9,20.4,20.5,3.54,0.405,-1.55969883
603590.SH,康辰药业,2019/9/30,1.27,16.7,7.92,13.8,6.44,0.253,-8.25013136
603595.SH,东尼电子,2019/9/30,-0.86,3.5,-21.9,55.2,0.994,0.299,-1.90041809
603596.SH,伯特利,2019/9/30,0.75,5.26,15.1,40.8,2.2,0.561,41.7769376
603598.SH,引力传媒,2019/9/30,0.23,2.32,10.3,66.6,1.23,1.12,120.9362809
603599.SH,广信股份,2019/9/30,0.89,10.7,8.61,21.2,3.4,0.417,0.6715917
603600.SH,永艺股份,2019/9/30,0.48,3.93,12.1,33.1,2,0.999,7.24890835
603601.SH,再升科技,2019/9/30,0.191,1.94,9.91,37.4,1.4,0.378,4.50819672
603602.SH,纵横通信,2019/9/30,0.13,4.4,3.01,42.3,2.1,0.498,4.13914575
603603.SH,博天环境,2019/9/30,-0.58,3.45,-15.5,82.5,0.641,0.136,-19.54425942
603605.SH,珀莱雅,2019/9/30,1.2,9.27,13.5,30.4,2.18,0.748,8.47603795
603606.SH,东方电缆,2019/9/30,0.46,3.03,16.3,49,1.67,0.703,-5.588994
603607.SH,京华激光,2019/9/30,0.54,6.25,8.79,19.9,3.06,0.482,-2.04717399
603608.SH,天创时尚,2019/9/30,0.41,4.92,8.04,18.1,2.76,0.567,51.84000001
603609.SH,禾丰股份,2019/9/30,0.8,5.64,15.7,34,1.42,1.62,-1.33444539
603611.SH,诺力股份,2019/9/30,0.7,6.1,11.2,65.5,1.16,0.493,4.88888888
603612.SH,索通发展,2019/9/30,0.17,7.37,2.39,56.9,1.07,0.46,19.0201729
603613.SH,国联股份,2019/9/30,0.87,7.27,13.5,37.6,2.61,3.25,23.38170551
603615.SH,茶花股份,2019/9/30,0.247,5.57,4.38,7.85,8.2,0.395,2.2751896
603616.SH,韩建河山,2019/9/30,0.0044,2.68,0.165,66.6,1.07,0.244,-4.62962963
603617.SH,君禾股份,2019/9/30,0.39,4,9.93,33.2,1.96,0.554,5.91630589
603618.SH,杭电股份,2019/9/30,0.14,3.57,4.03,59.5,1.61,0.55,-3.50877193
603619.SH,中曼石油,2019/9/30,0.1,5.98,1.62,54.4,0.859,0.338,-10.06451613
603626.SH,科森科技,2019/9/30,-0.168,3.87,-3.91,56,0.952,0.307,22.66824085
603628.SH,清源股份,2019/9/30,0.0218,3.49,0.624,60.2,1.3,0.278,1.40127389
603629.SH,利通电子,2019/9/30,0.5,9.69,5.24,44.8,1.75,0.57,-8.43812046
603630.SH,拉芳家化,2019/9/30,0.26,7.65,3.27,9.39,9.29,0.355,0.37174728
603633.SH,徕木股份,2019/9/30,0.18,3.71,4.85,41.5,1.39,0.264,14.62053571
603636.SH,南威软件,2019/9/30,0.165,3.33,4.47,44.2,2.12,0.233,-1.73460538
603637.SH,镇海股份,2019/9/30,0.22,4.34,5.06,29.1,3.12,0.583,-4.39084723
603638.SH,艾迪精密,2019/9/30,0.67,3.19,22.9,34.4,1.36,0.6,18.52140075
603639.SH,海利尔,2019/9/30,1.63,13,13.3,30.6,2.16,0.615,-0.9148767
603648.SH,畅联股份,2019/9/30,0.245,4.52,5.47,13.8,3.79,0.493,-10.67264574
603650.SH,彤程新材,2019/9/30,0.56,3.85,14.5,37.1,2.04,0.483,-9.27083334
603655.SH,朗博科技,2019/9/30,0.13,4.56,2.82,4.8,16.7,0.214,31.23140989
603656.SH,泰禾智能,2019/9/30,0.35,6.16,5.72,9.66,9.72,0.274,-3.04207121
603657.SH,春光科技,2019/9/30,0.79,8.77,9.03,12.6,6.47,0.416,-6.16907842
603658.SH,安图生物,2019/9/30,1.28,5.07,25.3,38.1,2.16,0.582,8.89165065
603659.SH,璞泰来,2019/9/30,1.05,7.36,15,57.5,1.23,0.476,66.30859372
603660.SH,苏州科达,2019/9/30,0.0455,3.53,1.31,30.7,3.21,0.666,-6.14334471
603661.SH,恒林股份,2019/9/30,2.2,24.5,9.25,28.9,2.77,0.608,22.22531293
603662.SH,柯力传感,2019/9/30,1.4,14.2,9.55,15.4,5.08,0.326,27.67587651
603663.SH,三祥新材,2019/9/30,0.35,2.7,12.8,47,1.29,0.611,-2.04978039
603665.SH,康隆达,2019/9/30,0.66,10.5,6.42,23.5,2.38,0.545,7.20235181
603666.SH,亿嘉和,2019/9/30,1.26,10.9,12,15.9,6.46,0.305,10.55590257
603667.SH,五洲新春,2019/9/30,0.32,5.88,5.03,39.7,1.27,0.462,19.67418546
603668.SH,天马科技,2019/9/30,0.22,3.53,6.81,50.2,1.36,0.654,-2.59433962
603669.SH,灵康药业,2019/9/30,0.3,2.48,11.4,40.1,2.09,0.58,-9.07542832
603676.SH,卫信康,2019/9/30,0.1,2.17,4.89,32.9,2.18,0.421,-3.98190041
603677.SH,奇精机械,2019/9/30,0.29,5.07,5.31,39.2,2.69,0.622,9.56140353
603678.SH,火炬电子,2019/9/30,0.64,6.71,9.99,25.5,2.99,0.436,4.27272727
603679.SH,华体科技,2019/9/30,0.793,6.5,12.9,44.9,1.87,0.51,-4.62962963
603680.SH,今创集团,2019/9/30,0.38,5.1,7.45,54.9,1.63,0.328,-7.38434162
603681.SH,永冠新材,2019/9/30,0.7,7.95,9.69,25.9,2.95,0.969,-12.24137929
603683.SH,晶华新材,2019/9/30,0.02,6.24,0.395,41.4,1.28,0.495,-13.55824313
603685.SH,晨丰科技,2019/9/30,0.49,6.06,8.38,28.1,2.85,0.573,8.88157902
603686.SH,龙马环卫,2019/9/30,0.48,5.84,8.41,40.1,1.88,0.719,-5.78084557
603687.SH,大胜达,2019/9/30,0.24,3.48,7.22,30.6,1.88,0.453,-13.40514664
603688.SH,石英股份,2019/9/30,0.34,4.24,8,6.62,9.86,0.304,22.875817
603689.SH,皖天然气,2019/9/30,0.49,6.38,7.92,28.6,2.02,0.877,3.04990758
603690.SH,至纯科技,2019/9/30,0.31,5.25,8.3,54.3,1.52,0.275,44.20353983
603693.SH,江苏新能,2019/9/30,0.31,7.33,4.27,39.7,2.63,0.131,-3.68968775
603696.SH,安记食品,2019/9/30,0.18,2.5,6.22,4.31,13.5,0.469,-8.66738895
603697.SH,有友食品,2019/9/30,0.56,5.05,12.5,9.8,9.96,0.552,-11.00196464
603698.SH,航天工程,2019/9/30,0.18,5.15,3.62,28.3,2.52,0.245,4.05629136
603699.SH,纽威股份,2019/9/30,0.49,3.38,14.1,45.2,1.73,0.457,21.22807015
603700.SH,宁水集团,2019/9/30,0.88,7.46,16,23,4.07,0.781,-8.32006368
603701.SH,德宏股份,2019/9/30,0.22,3.37,6.48,21.4,3.41,0.376,6.57785179
603703.SH,盛洋科技,2019/9/30,0.01,1.92,0.732,58.5,0.867,0.479,3.04465491
603706.SH,东方环宇,2019/9/30,0.46,7.04,6.65,16.9,5.96,0.231,-10.509839
603707.SH,健友股份,2019/9/30,0.624,3.9,17.2,38.2,2.32,0.46,11.65545085
603708.SH,家家悦,2019/9/30,0.58,4.62,12.7,64.1,0.891,1.46,-8.56498874
603709.SH,中源家居,2019/9/30,0.59,7.84,7.68,34.6,1.94,0.81,-7.35294118
603711.SH,香飘飘,2019/9/30,0.32,5.53,5.83,36.6,1.49,0.68,-12.20850481
603712.SH,七一二,2019/9/30,0.15,3.01,4.9,55.3,1.6,0.232,9.41176468
603713.SH,密尔克卫,2019/9/30,0.95,9.05,11,40.2,1.64,0.847,24.57231725
603716.SH,塞力医疗,2019/9/30,0.45,7.71,5.72,42.6,1.81,0.467,-11.33858267
603717.SH,天域生态,2019/9/30,0.166,5.75,2.92,57.1,1.65,0.192,5.9178744
603718.SH,海利生物,2019/9/30,0.0364,1.67,2.2,43.8,1.21,0.121,6.93400161
603721.SH,中广天择,2019/9/30,-0.09,3.94,-2.22,15.7,4.71,0.302,45.12396694
603722.SH,阿科力,2019/9/30,0.35,6.14,5.85,20.9,2.36,0.571,33.05084748
603725.SH,天安新材,2019/9/30,0.03,3.91,0.631,35.7,1.54,0.485,-2.17669655
603726.SH,朗迪集团,2019/9/30,0.46,4.82,9.66,43.8,1.41,0.812,1.38648179
603727.SH,博迈科,2019/9/30,0.12,9.92,0.983,22,2.77,0.266,17.12907119
603728.SH,鸣志电器,2019/9/30,0.309,4.73,6.74,23.9,3.15,0.6,-14.96546437
603729.SH,ST龙韵,2019/9/30,-0.52,8.8,-5.76,21.7,3.51,0.41,7.28744939
603730.SH,岱美股份,2019/9/30,1.18,9.05,13.8,29.6,2.44,0.736,18.89020074
603733.SH,仙鹤股份,2019/9/30,0.44,5.62,8.03,40.1,1.23,0.582,3.70909095
603737.SH,三棵树,2019/9/30,1.46,8.3,18.9,67.1,0.96,0.937,25.87794598
603738.SH,泰晶科技,2019/9/30,0.04,4.33,0.882,30.7,2.12,0.351,-2.82878413
603739.SH,蔚蓝生物,2019/9/30,0.32,6.04,6.36,19.8,4.19,0.562,-8.06045341
603755.SH,日辰股份,2019/9/30,0.72,5.6,14.8,7.19,12.9,0.48,8.50446429
603757.SH,大元泵业,2019/9/30,0.83,6.64,13,21.7,3.71,0.632,-2.88401253
603758.SH,秦安股份,2019/9/30,-0.17,5.16,-3.28,5.89,8.91,0.166,11.87943262
603766.SH,隆鑫通用,2019/9/30,0.299,3.41,9.17,39.9,1.34,0.607,5.96590911
603767.SH,中马传动,2019/9/30,0.18,4.76,3.82,20.6,3.13,0.363,3.05131761
603768.SH,常青股份,2019/9/30,0.16,8.35,1.89,49.2,1.09,0.427,-2.32766339
603773.SH,沃格光电,2019/9/30,0.511,17.1,2.98,12.1,5,0.221,1.78247733
603776.SH,永安行,2019/9/30,0.58,12.9,5.31,33.4,3.84,0.21,-6.3526835
603777.SH,来伊份,2019/9/30,0.04,5.26,0.828,30.5,2.2,1.08,-12.62063845
603778.SH,乾景园林,2019/9/30,0.03,2.03,1.36,43.5,1.9,0.124,-13.73737374
603779.SH,ST威龙,2019/9/30,0.1,6.1,1.6,32.1,1.64,0.242,-35.03547285
603787.SH,新日股份,2019/9/30,0.44,4.82,9.33,45.8,1.51,1.31,-35.91288231
603788.SH,宁波高发,2019/9/30,0.61,8.01,7.46,13.3,6.84,0.301,23.988006
603789.SH,星光农机,2019/9/30,0.0605,4.03,1.51,33.5,1.79,0.333,-2.91525424
603790.SH,雅运股份,2019/9/30,0.57,5.82,10,15.2,5.27,0.573,0.56603773
603797.SH,联泰环保,2019/9/30,0.42,4.17,10.5,70.6,0.798,0.0809,-7.71123871
603798.SH,康普顿,2019/9/30,0.43,4.63,8.99,15.5,4.53,0.716,13.69636959
603799.SH,华友钴业,2019/9/30,0.09,7.18,1.21,55.2,0.902,0.677,46.37681162
603800.SH,道森股份,2019/9/30,0.509,4.85,10.5,39,1.98,0.595,6.20967739
603801.SH,志邦家居,2019/9/30,1.06,8.21,12.6,34.1,1.73,0.703,18.6449312
603803.SH,瑞斯康达,2019/9/30,0.24,6.02,3.96,37.5,2.35,0.485,-4.01785715
603806.SH,福斯特,2019/9/30,1.13,11.4,10.3,14,5.76,0.686,7.04845812
603808.SH,歌力思,2019/9/30,0.82,7.02,11.8,26.6,3.32,0.522,-5.04469988
603809.SH,豪能股份,2019/9/30,0.411,7.42,5.55,29.6,1.9,0.268,-2.35414534
603810.SH,丰山集团,2019/9/30,0.597,13.9,4.3,18.2,3.97,0.511,-17.55494507
603811.SH,诚意药业,2019/9/30,0.83,6.07,14.3,21.4,1.78,0.569,0.27279811
603813.SH,原尚股份,2019/9/30,0.56,7.3,7.84,23.6,2.18,0.948,3.77668308
603816.SH,顾家家居,2019/9/30,1.56,8.48,18.2,48.1,1.46,0.717,34.38142815
603817.SH,海峡环保,2019/9/30,0.208,3.54,5.92,52.3,1.1,0.133,0.4470939
603818.SH,曲美家居,2019/9/30,0.16,3.07,5.63,74.6,1.59,0.404,17.74647887
603819.SH,神力股份,2019/9/30,0.54,4.63,11.6,36.7,1.98,0.65,-3.40277782
603822.SH,嘉澳环保,2019/9/30,0.616,10.1,5.92,48.8,1.52,0.561,14.46540881
603823.SH,百合花,2019/9/30,0.78,6.82,11.8,28.8,2.26,0.626,21.22598357
603825.SH,华扬联众,2019/9/30,0.37,6.7,5.85,78.3,1.23,1.15,55.7971015
603826.SH,坤彩科技,2019/9/30,0.246,2.93,8.63,16.5,3.13,0.283,14.61538462
603828.SH,柯利达,2019/9/30,0.07,2.1,3.47,67.9,1.17,0.361,-7.66488414
603829.SH,洛凯股份,2019/9/30,0.15,4.12,3.6,33.3,2.25,0.433,7.18562871
603833.SH,欧派家居,2019/9/30,3.28,20.9,16.6,39.5,1.76,0.732,4.97039297
603838.SH,四通股份,2019/9/30,0.19,2.84,7,20.5,5.23,0.38,-3.4562212
603839.SH,安正时尚,2019/9/30,0.7,6.98,10,24.9,3.31,0.476,-6.22763065
603843.SH,正平股份,2019/9/30,0.09,2.46,3.9,76.3,1.16,0.394,-9.12621359
603848.SH,好太太,2019/9/30,0.44,3.4,13.2,17,4.41,0.524,-7.65645805
603855.SH,华荣股份,2019/9/30,0.4,4.56,9.07,43.3,1.88,0.463,14.60669883
603856.SH,东宏股份,2019/9/30,0.56,6.43,9,16.5,6.07,0.673,2.37388724
603858.SH,XD步长制,2019/9/30,1.21,11.4,10.1,34.6,1.12,0.51,8.12794966
603859.SH,能科股份,2019/9/30,0.46,7.69,6.63,24,2.99,0.439,4.74383305
603860.SH,中公高科,2019/9/30,0.23,9.04,2.51,12.2,8.29,0.167,1.63447253
603861.SH,白云电器,2019/9/30,0.119,5.16,2.26,57.1,1.41,0.308,-0.22857143
603863.SH,ST松炀,2019/9/30,0.37,5.3,7.61,17,4.4,0.406,-13.35816926
603866.SH,桃李面包,2019/9/30,0.764,5.24,14.3,28.7,4.25,0.919,-12.67489713
603867.SH,新化股份,2019/9/30,0.92,9.58,10.1,31.9,2.15,0.694,-15.18584071
603868.SH,飞科电器,2019/9/30,1.22,5.68,20.9,28,2.43,0.763,3.00710772
